id,title,text,source
wiki_69718939,Lex Fridman,"work on the use of AI for identity authentication and participated in &quot;deep learning efforts for large-scale behavior-based authentication&quot;. In 2015, he",Wikipedia
wiki_46710808,OpenBLAS,"(TSMM), which supports faster deep learning calculations on the CPU. TSMM is one of the core calculations in deep learning operations. Besides this, the",Wikipedia
wiki_82760731,Circuit (neural network),mechanistic interpretability. Researchers aim to reverse-engineer &quot;black box&quot; deep learning models by identifying their fundamental variables – known as features,Wikipedia
wiki_11273721,Hierarchical temporal memory,"proposed by Professor Kunihiko Fukushima in 1987, is one of the first deep learning neural network models. Artificial consciousness Artificial general intelligence",Wikipedia
wiki_73614080,Tara Sainath,Sainath is an American computer scientist whose research involves deep learning applied to speech recognition. She is a principal research scientist,Wikipedia
wiki_11178,Foobar,"baz, quux, and others are used as metasyntactic variables in computer programming or computer-related documentation. They have been used to name entities",Wikipedia
wiki_57143357,Glossary of computer science,"This glossary of computer science is a list of definitions of terms and concepts used in computer science, its sub-disciplines, and related fields, including",Wikipedia
wiki_524425,Computer science and engineering,Computer science and engineering (CSE) is an academic subject comprising approaches of computer science and computer engineering. There is no clear division,Wikipedia
wiki_6734,Garbage collection (computer science),"In computer science, garbage collection (GC) is a form of automatic memory management. The garbage collector attempts to reclaim memory that was allocated",Wikipedia
wiki_14220429,Heuristic (computer science),"In mathematical optimization and computer science, heuristic (from Greek εὑρίσκω eurísko &quot;I find, discover&quot;) is a technique designed for problem solving",Wikipedia
wiki_264951,Computer science (disambiguation),"Look up computer science in Wiktionary, the free dictionary. Computer science is the study of computation, information, and automation. It may also refer",Wikipedia
wiki_5406474,Consensus (computer science),"called MSR-type algorithms which have been used widely in fields from computer science to control theory. Bitcoin uses proof of work, a difficulty adjustment",Wikipedia
wiki_5722488,Paxos (computer science),"In computer science, Paxos is a family of protocols for solving consensus in a network of unreliable or fallible processors. Consensus is the process of",Wikipedia
wiki_14794,Integer (computer science),"In computer science, an integer is a datum of integral data type, a data type that represents some range of mathematical integers. Integral data types",Wikipedia
wiki_18567168,Computer graphics (computer science),Computer graphics is a sub-field of computer science which studies methods for digitally synthesizing and manipulating visual content. Although the term,Wikipedia
wiki_285512,State (computer science),"In information technology and computer science, a system is described as stateful if it is designed to remember preceding events or user interactions;",Wikipedia
wiki_50408,Computer engineering,engineering and computer science. Computer engineering may be referred to as Electrical and Computer Engineering or Computer Science and Engineering at,Wikipedia
wiki_32151618,Input (computer science),"In computer science, the general meaning of input is to provide or give something to the computer, in other words, when a computer or device is receiving",Wikipedia
wiki_60491,Abstraction (computer science),abstractions (computer science) Refinement for the opposite of abstraction in computing Indirection Integer (computer science) Heuristic (computer science) Colburn,Wikipedia
wiki_261811,Polymorphism (computer science),"1023/A:1010000313106. ISSN 1573-0557. S2CID 14124601. Tucker, Allen B. (2004). Computer Science Handbook (2nd ed.). Taylor &amp; Francis. pp. 91–. ISBN 978-1-58488-360-9",Wikipedia
wiki_27701,String (computer science),"formal languages, which are used in mathematical logic and theoretical computer science, a string is a finite sequence of symbols that are chosen from a set",Wikipedia
wiki_4516638,Polling (computer science),Abstraction (computer science) Asynchronous I/O Bit banging Infinite loop Interrupt request (PC architecture) Integer (computer science) kqueue Pull technology,Wikipedia
wiki_27010,Software engineering,"Software engineering is a branch of both computer science and engineering focused on designing, developing, testing, and maintaining software applications",Wikipedia
wiki_22458313,Philosophy of computer science,The philosophy of computer science is concerned with the philosophical questions that arise within the study of computer science. There is still no common,Wikipedia
wiki_7878457,Computer,Computability theory Computer security Glossary of computer hardware terms History of computer science List of computer term etymologies List of computer system manufacturers,Wikipedia
wiki_20560,Macro (computer science),"In computer programming, a macro (short for &quot;macro instruction&quot;; from Greek μακρο- &#039;long, large&#039;) is a rule or pattern that specifies how a certain input",Wikipedia
wiki_14988113,Computer Science (UIL),Computer science is one of several academic events sanctioned by the University Interscholastic League (UIL). Computer science is designed to test students&#039;,Wikipedia
wiki_49681,Ontology (information science),Knowledge Sharing&quot; by Tom Gruber used ontology as a technical term in computer science closely related to earlier idea of semantic networks and taxonomies,Wikipedia
wiki_21068988,Bachelor of Science,"BS degree in computer science from its College of Engineering and a BA degree in computer science from its College of Arts and Sciences. Likewise, for",Wikipedia
wiki_2979338,List of computer science conferences,"This is a list of current and past academic conferences in computer science. Only conferences with separate articles are included; within each field, the",Wikipedia
wiki_492295,Record (computer science),"In computer science, a record (also called a structure, struct, user-defined type (UDT), or compound data type) is a composite data structure – a collection",Wikipedia
wiki_8487132,Diploma in Computer Science,The Diploma in Computer Science is a diploma offered by several post-secondary institutions: Cambridge Diploma in Computer Science – this University of,Wikipedia
wiki_4044867,Recursion (computer science),"In computer science, recursion is a method of solving a computational problem where the solution depends on solutions to smaller instances of the same",Wikipedia
wiki_15757137,Marshalling (computer science),"In computer science, marshalling or marshaling (US spelling) is the process of transforming the memory representation of an object into a data format suitable",Wikipedia
wiki_928467,Concurrency (computer science),"In computer science, concurrency refers to the ability of a system to execute multiple tasks through simultaneous execution or time-sharing (context switching)",Wikipedia
wiki_244593,Lock (computer science),"In computer science, a lock or mutex (from mutual exclusion) is a synchronization primitive that prevents state from being modified or accessed by multiple",Wikipedia
wiki_105181,Deadlock (computer science),"Readers-writer lock Sleeping barber problem Stalemate Synchronization (computer science) Turn restriction routing Coulouris, George (2012). Distributed Systems",Wikipedia
wiki_36674345,Information technology,and telephones. Information technology is an application of computer science and computer engineering. An information technology system (IT system) is,Wikipedia
wiki_6025550,Persistence (computer science),"In computer science, persistence refers to the characteristic of state of a system that outlives (persists for longer than) the process that created it",Wikipedia
wiki_4736263,Barrier (computer science),Evolving OpenMP in an Age of Extreme Parallelism. Lecture Notes in Computer Science. Springer Berlin Heidelberg. pp. 42–52. doi:10.1007/978-3-642-02303-3_4,Wikipedia
wiki_865452,Session (computer science),"In computer science and networking in particular, a session is a time-delimited two-way link, a practical (relatively high) layer in the TCP/IP protocol",Wikipedia
wiki_54432,Unification (computer science),"In logic and computer science, specifically automated reasoning, unification is an algorithmic process of solving equations between symbolic expressions",Wikipedia
wiki_14051342,Computer Science Tripos,The Computer Science Tripos (CST) is the undergraduate course in computer science offered by the University of Cambridge Computer Laboratory. It evolved,Wikipedia
wiki_21346982,Kernel (operating system),A kernel is a computer program at the core of a computer&#039;s operating system that always has complete control over everything in the system. The kernel,Wikipedia
